n17390,n12328,0.000102188766705
n10352,n11833,0.000249629670962
n9585,n15695,0.000247925414491
n1179,n12586,7.94013976595e-05
n10101,n3906,5.41477149664e-05
n17218,n15584,5.41477149664e-05
n331,n11804,5.25357198433e-05
n16634,n5312,0.000429941306533
n1642,n12750,0.000179297626747
n16895,n10893,8.4381990504e-05
n587,n10561,0.000136758825073
n5453,n18416,8.18245899824e-05
n13066,n7871,6.70712932007e-05
n17395,n1888,0.00058398717316
n5677,n1011,6.73886195908e-05
n10742,n2767,6.48398309369e-05
n12809,n6788,0.000202877328203
n489,n14801,0.000116853971186
n14067,n13300,5.41477149664e-05
n15372,n15958,0.000115195779621
n2361,n4949,5.41477149664e-05
n8190,n804,7.03245606781e-05
n10215,n6049,0.000181618496198
n13796,n13775,8.94047419971e-05
n4632,n13804,5.41477149664e-05
n1962,n12905,4.83919420976e-05
n14346,n4682,5.41477149664e-05
n6052,n27,0.000216077363696
n7349,n2506,5.35192737879e-05
n12540,n5803,5.41477149664e-05
n15513,n6213,0.000457179063603
n10178,n16628,5.86384104839e-05
n8050,n5338,7.66121141327e-05
n967,n2624,5.41477149664e-05
n15345,n7635,4.55458666655e-05
n17390,n261,9.93637088372e-05
n6317,n14984,0.00010098808099
n18173,n4091,8.99440651228e-05
n9613,n14645,0.000162425554002
n12120,n4984,5.41477149664e-05
n13060,n17258,0.000129062160437
n3348,n11776,0.00031794892388
n17395,n2759,0.000101804514879
n6091,n7141,0.000117917258221
n4799,n9212,5.41477149664e-05
n16023,n2584,5.41477149664e-05
n10184,n8556,0.000112625623441
n16193,n5677,8.38957186923e-05
n10580,n5920,7.07204024112e-05
n8173,n7367,5.41477149664e-05
n5754,n13300,0.000101122126531
n17497,n5088,9.56533251617e-05
n2480,n239,5.5438219189e-05
n7500,n8819,0.000108889603753
n6354,n2201,8.5517153756e-05
n11755,n277,5.23124167226e-05
n4494,n7720,0.000105797644531
n11532,n14944,0.000141184709592
n17852,n1541,0.000185319976844
n4605,n5655,5.41477149664e-05
n1885,n16397,4.07629871755e-05
n3930,n8208,5.41477149664e-05
n764,n14740,0.000165577503163
n18351,n16397,4.36817007039e-05
n10992,n7854,5.41477149664e-05
n11135,n14804,5.72324741722e-05
n15940,n7600,0.000182731912423
n2950,n9511,4.5196231246e-05
n2549,n10655,0.000116819429853
n18047,n4345,5.41477149664e-05
n12602,n8675,4.34114692661e-05
n15330,n5153,4.92175628362e-05
n8980,n386,9.22941485274e-05
n16704,n11798,6.24670610753e-05
n5552,n6639,0.0001082895663
n2017,n7632,5.41477149664e-05
n1558,n764,0.000113752707744
n2036,n11594,5.41477149664e-05
n17471,n12356,5.41477149664e-05
n4888,n12395,5.41477149664e-05
n12607,n5372,5.16744508741e-05
n6687,n8435,4.59408370441e-05
n11674,n784,4.01049129563e-05
n14187,n14158,7.4940391238e-05
n8190,n2349,6.81890358646e-05
n201,n12948,5.07737388761e-05
n16100,n12339,9.93490545519e-05
n14158,n6047,0.000103375408984
n6403,n12108,4.94684286204e-05
n14480,n10076,7.48872385923e-05
n12710,n3814,6.87309003164e-05
n7770,n11674,3.2725349133e-05
n201,n468,6.59139503909e-05
n10729,n8888,6.36064470453e-05
n5769,n2024,5.41477149664e-05
n6360,n14537,0.000114455065764
n15958,n7271,5.99514915948e-05
n13427,n11776,0.000133006881287
n13646,n4949,7.12559144559e-05
n14393,n6294,5.44566683578e-05
n5673,n15727,0.000139681576498
n10483,n3076,3.97318987832e-05
n6724,n2064,0.000280118717412
n14415,n331,5.25522469142e-05
n14008,n14005,4.66119046688e-05
n12179,n4977,5.85971205275e-05
n3687,n10255,5.39986621746e-05
n3146,n27,6.12945126935e-05
n10841,n5677,8.06191596725e-05
n10853,n5398,0.0001082895663
n16421,n5020,8.50662210864e-05
n16682,n13794,4.59972729024e-05
n7309,n17433,5.41477149664e-05
n12602,n5509,4.48084927634e-05
n1809,n8322,6.48853512313e-05
n11009,n5996,5.41477149664e-05
n11228,n6072,9.00086195797e-05
n5123,n11776,0.00021655567807
n13545,n10278,4.46167238744e-05
n11540,n5008,5.41477149664e-05
n219,n3076,6.243026552e-05
n8005,n446,5.5386320336e-05
n1126,n15966,4.66754593701e-05
n14169,n13617,6.3053940745e-05
n233,n4319,0.000355297809385
n11330,n6493,0.000129665699845
n9811,n11211,6.98003845625e-05
n4215,n15011,5.41477149664e-05
n18027,n9455,8.09577490285e-05
n5329,n2891,0.000153555865855
n17234,n9613,5.41477149664e-05
n16439,n18215,3.90178622188e-05
n7349,n4544,5.47177630201e-05
n17665,n11112,7.11908414115e-05
n11743,n16014,5.41477149664e-05
n2380,n1633,0.000166307224601
n12098,n13470,5.41477149664e-05
n9686,n5866,6.058126066e-05
n2358,n11342,5.41477149664e-05
n8888,n7349,6.29339790616e-05
n17515,n11912,0.000204090994199
n2513,n10184,0.000107086546429
n14671,n7770,3.42359178457e-05
n7208,n17850,5.41477149664e-05
n15456,n8208,0.000170032315841
n861,n5372,5.88437635604e-05
n12777,n2759,5.79639555998e-05
n14418,n8710,5.16382448594e-05
n5509,n962,6.45812535534e-05
n5619,n6582,5.41477149664e-05
n14424,n5515,0.000161894163378
n1970,n8174,0.000152416565038
n13036,n6557,5.41477149664e-05
n6744,n7600,5.41477149664e-05
n9864,n13095,4.80518393116e-05
n4800,n13047,5.41477149664e-05
n2950,n4760,4.91126817545e-05
n7142,n11805,0.000145060868388
n1626,n8691,0.000166889185869
n13431,n13159,6.7512864052e-05
n11177,n16547,9.01544634552e-05
n4764,n17440,5.41477149664e-05
n7559,n11670,5.41477149664e-05
n5924,n2624,5.41477149664e-05
n13277,n16167,0.000169338268894
n3111,n1379,5.41477149664e-05
n696,n7916,5.41477149664e-05
n16233,n10722,4.2446193124e-05
n4454,n14415,9.28278513556e-05
n13923,n7738,5.41477149664e-05
n4089,n12619,5.41477149664e-05
n13388,n1195,5.80196789258e-05
n2657,n5441,6.63021752984e-05
n14393,n10722,5.03600691148e-05
n294,n12619,0.000131518315886
n6894,n17021,5.47396440133e-05
n4709,n8208,7.03548799245e-05
n5160,n7556,0.000180835162096
n13776,n5821,5.41477149664e-05
n13566,n3076,9.96320686597e-05
n17578,n703,0.000139637903146
n8256,n10496,8.6146819501e-05
n17537,n12750,0.000661833719383
n13511,n5485,0.0001082895663
n11811,n18270,5.41477149664e-05
n8488,n18328,7.44656086873e-05
n13300,n6338,0.000110314921476
n3341,n15078,6.22622454059e-05
n16737,n12750,0.000100622597185
n7385,n12326,5.41477149664e-05
n2491,n4869,5.41477149664e-05
n3030,n1528,5.41477149664e-05
n3134,n16530,0.000215310117984
n5343,n1913,0.00012587911033
n7419,n12586,5.41477149664e-05
n1070,n15210,5.91158279896e-05
n9691,n9198,4.53264855698e-05
n861,n6105,7.05295399282e-05
n14032,n15727,0.000207169582299
n8907,n1473,5.80715097586e-05
n9493,n6815,5.41477149664e-05
n2785,n10066,5.92345762855e-05
n2547,n14393,5.750331159e-05
n590,n18416,7.60040777176e-05
n5797,n9108,0.000180077633368
n12973,n769,0.000147899229632
n8738,n6049,5.41477149664e-05
n7431,n10391,0.000262086143763
n9186,n15243,0.000114874845397
n5672,n15073,0.000230643305474
n13806,n7488,5.41477149664e-05
n12033,n16463,9.15478676018e-05
n13315,n3167,5.41477149664e-05
n8084,n331,7.34896209102e-05
n4694,n7939,0.0001082895663
n346,n2624,5.41477149664e-05
n4284,n16203,9.10614801722e-05
n7827,n10990,7.26194174864e-05
n10871,n5461,4.23491254737e-05
n1797,n10625,5.41477149664e-05
n11987,n13868,4.91359972943e-05
n6262,n1653,0.000126142820291
n5228,n12032,5.41477149664e-05
n6550,n7349,7.57959977942e-05
n6706,n14126,5.61605960968e-05
n14416,n15771,5.15948069614e-05
n6143,n3081,0.00049314922922
n12116,n3051,0.000117551174253
n2223,n9270,5.41477149664e-05
n12765,n9018,0.0001727031151
n3415,n12181,8.20745920114e-05
n7883,n16260,0.000127092748328
n3554,n5797,6.15374557569e-05
n11500,n12344,4.73134072214e-05
n12660,n8556,5.12200016121e-05
n1026,n10355,0.000276174678752
n3571,n18320,0.000320197676528
n6272,n17494,0.000100037309089
n14566,n3677,5.08275973257e-05
n4232,n8829,6.01449835063e-05
n13673,n15068,0.000134088610709
n16359,n10790,0.000129621660345
n1578,n14024,8.48863179102e-05
n4229,n1404,0.000723156286294
n1242,n11833,0.000175610547825
n14584,n3630,8.38689874442e-05
n13074,n1070,3.99753199696e-05
n10881,n9270,7.18924087913e-05
n9864,n10663,4.39832880843e-05
n15696,n4924,8.25984268609e-05
n6656,n7481,6.85193733271e-05
n11550,n2296,5.41477149664e-05
n2306,n12750,0.000115872106107
n3677,n16397,4.90840642969e-05
n3186,n15253,0.00022906264786
n2020,n9419,0.000107725871138
n885,n7746,6.63155308625e-05
n8364,n16397,5.41477149664e-05
n13785,n17941,5.41477149664e-05
n262,n11211,8.06775134876e-05
n9078,n211,7.32708661466e-05
n4918,n16578,5.76107152107e-05
n10529,n5155,0.000132498371321
n8690,n9868,5.09336608053e-05
n1694,n17673,6.99559101109e-05
n13467,n2982,5.47932697966e-05
n16397,n18099,5.06777570089e-05
n9198,n17960,4.74728733705e-05
n4077,n7878,5.41477149664e-05
n10970,n3167,0.000177463296113
n16262,n6866,0.000157617545158
n211,n11805,8.67881857529e-05
n9240,n4806,0.000262964528073
n9198,n5770,6.78297377375e-05
n15192,n6964,8.97458386897e-05
n764,n8438,0.00012857147093
n16014,n12033,0.00010561060371
n12269,n3120,4.00756140116e-05
n15430,n15054,7.15064314702e-05
n10325,n4412,8.86422743812e-05
n13395,n5088,6.98951336988e-05
n4197,n14393,6.4545295527e-05
n7632,n8660,0.000122644657636
n13981,n2701,4.76138970499e-05
n13169,n17380,7.29019052036e-05
n11607,n4805,0.00013629288068
n16496,n11808,9.46817787727e-05
n12480,n15283,5.41477149664e-05
n1653,n5057,0.00049227839831
n11285,n8435,5.5066715842e-05
n4684,n12356,5.41477149664e-05
n8271,n11211,5.41477149664e-05
n12114,n17798,5.41477149664e-05
n5755,n9506,9.79969955993e-05
n16498,n12464,6.15909522644e-05
n7770,n11678,4.64334919742e-05
n11069,n6940,5.49950026503e-05
n2052,n4218,0.000197629992442
n3835,n6473,5.41477149664e-05
n6909,n12263,5.41477149664e-05
n6335,n1115,5.41477149664e-05
n10119,n8499,8.83881802633e-05
n12107,n10005,5.41477149664e-05
n8421,n15664,5.41477149664e-05
n11872,n9581,5.22023103523e-05
n1438,n4086,7.18339061521e-05
n6423,n2721,7.73452399507e-05
n13147,n6687,4.70340741372e-05
n6167,n4322,5.89236162311e-05
n13256,n14498,5.35276601423e-05
n6214,n17254,5.41477149664e-05
n16668,n16261,6.762526651e-05
n16505,n8912,5.41477149664e-05
n16919,n12356,5.41477149664e-05
n16314,n2624,5.41477149664e-05
n2152,n17958,8.52140237548e-05
n3521,n4644,4.26488433862e-05
n7652,n16922,5.7317827055e-05
n16573,n7720,5.95725876884e-05
n4085,n9419,6.84211809276e-05
n17168,n8021,0.000203523573795
n15309,n10582,5.97161077336e-05
n16001,n2937,8.9128023219e-05
n15818,n9889,0.000119967571513
n8829,n395,5.52538050346e-05
n1699,n6964,7.31458404224e-05
n3176,n3076,3.26587636461e-05
n11006,n5008,5.41477149664e-05
n265,n12581,0.000219390806796
n75,n11090,6.16058165469e-05
n17914,n11170,5.38071720037e-05
n10657,n5996,5.41477149664e-05
n6129,n1393,6.40247233884e-05
n16233,n11674,3.89378525751e-05
n7372,n17515,5.41477149664e-05
n3781,n15592,5.41477149664e-05
n4831,n3648,5.14511805344e-05
n4962,n13040,5.41477149664e-05
n13300,n15369,0.000128946795165
n4075,n12602,4.57141592922e-05
n5168,n10711,5.41477149664e-05
n13591,n12664,0.000134678523485
n10400,n17206,4.5153597632e-05
n17215,n11105,5.12610076676e-05
n14729,n7058,3.9253599587e-05
n2785,n4583,7.20662393752e-05
n7956,n7621,5.41477149664e-05
n6360,n18468,0.000122320560309
n15966,n3076,3.80562789327e-05
n16451,n15039,0.00030148512985
n17021,n9978,4.8676490083e-05
n158,n4971,5.41477149664e-05
n1015,n5503,5.41477149664e-05
n10357,n16202,8.61076547873e-05
n14221,n12687,8.52837744505e-05
n9811,n8208,6.55943869153e-05
n17506,n4672,7.82152484649e-05
n5155,n1263,0.000101493523456
n13703,n1694,0.000219171471619
n13014,n18099,4.46204330334e-05
n4811,n12777,5.17364390585e-05
n849,n9108,0.000162425554002
n18062,n5509,5.88584767428e-05
n17149,n5509,3.78269342206e-05
n6118,n17075,5.41477149664e-05
n10178,n10005,8.13484136824e-05
n13516,n14025,9.52651520359e-05
n4422,n15214,8.37505462205e-05
n2044,n10391,5.41477149664e-05
n6368,n15873,0.000112063229136
n15011,n10340,5.71106765539e-05
n764,n15771,0.000132245321689
n7922,n18099,7.14672209551e-05
n17062,n4566,5.46807579488e-05
n10443,n3081,0.000124592508274
n4239,n16907,5.41477149664e-05
n11953,n16195,5.41477149664e-05
n4373,n12710,0.000139223275056
n17620,n6815,0.000116269618577
n15505,n10775,8.44583297559e-05
n8960,n10458,0.0001082895663
n14305,n14680,9.43570798254e-05
n3558,n5958,0.000166530952897
n1209,n15657,8.02087650833e-05
n7743,n13592,5.41477149664e-05
n13985,n12964,0.000564508416895
n4319,n95,0.00024586786108
n1490,n9346,5.81399625851e-05
n2116,n6580,4.58905136942e-05
n4075,n9198,4.06156219051e-05
n3970,n13504,0.000241656273312
n73,n9038,6.29374163552e-05
n2312,n17538,9.07045490454e-05
n16284,n3338,6.96885835735e-05
n16016,n14379,6.77102474749e-05
n15570,n885,3.72328128627e-05
n11935,n2982,5.07327335271e-05
n16539,n8556,4.99255341698e-05
n17826,n2982,5.41477149664e-05
n12259,n16483,5.41477149664e-05
n5952,n5010,4.95471857522e-05
n14424,n1179,0.000121485826372
n6640,n6377,5.41477149664e-05
n16578,n12051,4.46535664467e-05
n9811,n8174,0.000145113874697
n6333,n11804,0.000119029586849
n1801,n2188,0.000192372937295
n12591,n1735,7.15240201165e-05
n5425,n11112,6.92458516867e-05
n9942,n17937,6.76677317137e-05
n13692,n13300,0.000127130734297
n269,n9918,5.41477149664e-05
n16104,n15389,7.53997894684e-05
n17208,n13380,5.41477149664e-05
n3031,n10862,5.77106705008e-05
n7578,n7635,4.48340729252e-05
n8324,n12602,5.41477149664e-05
n10820,n303,5.41477149664e-05
n8538,n12464,5.10954395902e-05
n12105,n9843,4.0125513779e-05
n6835,n9952,5.41477149664e-05
n12795,n15440,0.000484940825036
n6605,n7481,5.4428064697e-05
n12671,n15966,9.00155693289e-05
n5113,n12800,5.14854362268e-05
n10363,n14164,6.45726361308e-05
n3969,n6174,8.75774957247e-05
n10255,n18244,5.11691203914e-05
n12937,n1195,4.19546041392e-05
n4193,n12533,6.2477644332e-05
n5934,n17738,4.88677820408e-05
n10049,n107,0.000230524266342
n9628,n6941,5.41477149664e-05
n5954,n14984,7.58503143707e-05
n6354,n14631,8.16563544769e-05
n13159,n17395,8.80276463639e-05
n3924,n5127,5.41477149664e-05
n2785,n2779,5.97174970818e-05
n11818,n13111,5.41477149664e-05
n8675,n15978,4.18426525926e-05
n15312,n17749,5.41477149664e-05
n16417,n6836,5.41477149664e-05
n7988,n2624,5.41477149664e-05
n9046,n12196,5.41477149664e-05
n4956,n17936,9.11410125351e-05
n8890,n4984,6.07015371713e-05
n6482,n8435,5.34986212717e-05
n17666,n13014,4.38488681586e-05
n9454,n12602,5.81762966251e-05
n2681,n12033,5.41477149664e-05
n12810,n16700,5.41477149664e-05
n14135,n4213,0.000122760158184
n15631,n12339,5.87072142586e-05
n10577,n6877,7.89039534338e-05
n16359,n9116,0.000187454297949
n645,n8189,5.41477149664e-05
n17697,n12839,5.41477149664e-05
n9596,n8447,5.87652494566e-05
n7891,n12839,0.000151938452871
n14759,n10078,4.32669648892e-05
n1457,n10215,0.000462971585205
n1304,n18112,8.24630181266e-05
n18397,n1070,6.70838891495e-05
n9408,n772,9.20431431065e-05
n5048,n8758,0.0001082895663
n14220,n6093,0.000105898259777
n4657,n2624,5.41477149664e-05
n180,n9668,5.41477149664e-05
n10376,n2624,5.41477149664e-05
n8796,n8556,4.65919610833e-05
n12912,n12624,0.000100189808598
n9893,n16397,0.000435284829671
n16701,n6864,0.0001406531144
n4549,n14393,5.41477149664e-05
n7832,n12356,5.41477149664e-05
n13900,n1592,0.000455266914736
n1817,n3339,7.0527615552e-05
n4066,n6940,7.64171316989e-05
n1590,n3339,5.41477149664e-05
n4075,n2945,7.61461174776e-05
n2154,n5372,5.99226994281e-05
n8719,n13340,5.57612281331e-05
n1589,n1838,8.59757971459e-05
n14617,n14025,0.000165058233092
n3737,n9952,0.000149217312525
n4224,n856,5.82261814541e-05
n126,n3630,0.000112562010986
n9691,n7708,4.57193610473e-05
n15958,n5631,8.31800704953e-05
n9231,n11575,0.000212378620505
n9960,n2624,5.41477149664e-05
n11262,n3313,9.66260634042e-05
n14898,n15011,5.86032691658e-05
n4230,n2624,5.41477149664e-05
n16374,n1763,0.000119346268248
n6582,n15366,9.91390587946e-05
n13794,n16595,4.68311572388e-05
n1404,n7458,0.000109981259517
n171,n3947,5.41477149664e-05
n7193,n10349,5.41477149664e-05
n2918,n13672,5.41477149664e-05
n870,n5198,5.41477149664e-05
n4758,n8613,4.60675184693e-05
n980,n17665,8.96030200461e-05
n15386,n2684,0.000451708946179
n14823,n15873,0.000125500720888
n8686,n1062,5.41477149664e-05
n10871,n17521,4.01690852009e-05
n9316,n6574,5.41477149664e-05
n4869,n12339,6.86609947029e-05
n8023,n6174,8.19579989565e-05
n5400,n10391,0.000264082623032
n4391,n18045,0.000329010423659
n3265,n9612,5.41477149664e-05
n1857,n9463,5.9327395104e-05
n12173,n15696,8.84208508057e-05
n8010,n16728,9.22758570754e-05
n17653,n6443,6.83908034064e-05
n17641,n6558,9.78668563117e-05
n2941,n11827,5.41477149664e-05
n4430,n16202,8.73010524011e-05
n2402,n6111,7.11432366881e-05
n6890,n3076,5.2090611453e-05
n3491,n8912,6.40020998854e-05
n16746,n6820,6.76919316564e-05
n17021,n2468,5.10065930545e-05
n5918,n5010,4.06435799081e-05
n18287,n4949,7.69758453915e-05
n201,n4211,5.06026371369e-05
n4954,n2000,0.000130077665284
n8731,n10481,5.41477149664e-05
n7943,n15592,0.000464218833662
n1783,n9249,5.41477149664e-05
n2657,n12514,5.99519776204e-05
n5631,n14393,6.87954062061e-05
n2381,n6207,5.60319100868e-05
n18336,n5088,7.65221646093e-05
n11488,n2759,5.1343788256e-05
n2889,n18216,6.27031122365e-05
n10255,n1126,5.41775443926e-05
n7989,n3109,9.67404246027e-05
n7036,n2506,5.87931423887e-05
n13632,n16595,4.72048002155e-05
n16025,n446,7.77908918646e-05
n15505,n675,5.25808827523e-05
n4606,n5629,6.61231982134e-05
n1682,n15080,5.41477149664e-05
n15425,n7367,5.41477149664e-05
n2929,n17979,4.23440023302e-05
n377,n10481,7.72044133715e-05
n11725,n7778,0.000157355666094
n7601,n10860,5.41477149664e-05
n3521,n6105,6.02104995576e-05
n12241,n6582,9.5060268796e-05
n15800,n11994,5.41477149664e-05
n3035,n4921,5.41477149664e-05
n846,n4924,7.44627510512e-05
n5249,n2302,5.41477149664e-05
n12435,n11805,5.41477149664e-05
n1490,n7578,5.30128720102e-05
n16795,n18390,0.000180324900852
n14594,n3258,5.41477149664e-05
n14376,n1428,0.000201333916282
n17096,n3076,4.29630388607e-05
n10790,n1263,0.000116830196652
n8123,n15496,0.000111006450127
n18215,n16595,4.40654733857e-05
n5955,n13014,4.29769590055e-05
n2385,n2864,5.81641077998e-05
n14399,n2759,4.86173539227e-05
n13950,n13652,5.93783318523e-05
n14331,n11594,5.41477149664e-05
n4290,n2624,5.41477149664e-05
n14537,n15078,6.55096604736e-05
n12531,n10255,5.59200097011e-05
n6582,n308,9.34123100369e-05
n12071,n8261,5.41477149664e-05
n13206,n6580,4.46791754774e-05
n13340,n8556,5.83951293011e-05
n4146,n11322,8.22072317939e-05
n9282,n16260,7.91482864861e-05
n13179,n14037,5.41477149664e-05
n13438,n7458,5.41477149664e-05
n14415,n4526,0.000113995423753
n16174,n16259,5.41477149664e-05
n10483,n18215,3.99670487472e-05
n11203,n1379,5.41477149664e-05
n4400,n17362,5.41477149664e-05
n13415,n16143,6.63172339135e-05
n13893,n6294,4.60267997795e-05
n573,n3904,6.50189765054e-05
n15868,n18215,5.67269278089e-05
n7037,n15939,6.58828408296e-05
n2458,n2982,5.90698104808e-05
n10223,n2624,0.0001082895663
n1452,n2827,0.000176376869186
n17258,n8040,0.0001147552694
n6072,n5866,4.25409521442e-05
n3327,n18099,5.83913002044e-05
n6905,n18099,8.05881495197e-05
n15059,n8208,5.42031990791e-05
n1934,n6010,7.74806860943e-05
n15246,n12800,5.02520860181e-05
n17236,n6294,4.55812588771e-05
n2703,n9612,5.41477149664e-05
n9153,n13042,0.00013899682169
n2177,n4949,9.36076499929e-05
n11970,n8530,0.000442227700997
n14089,n3258,0.000316828267633
n10295,n12033,0.000154094048808
n10722,n6208,4.31533903853e-05
n17686,n1379,5.41477149664e-05
n14555,n17736,4.98857750547e-05
n6571,n3076,7.82947038743e-05
n2657,n1247,6.59468420176e-05
n8403,n790,8.58667264092e-05
n16682,n14467,4.8119067904e-05
n17236,n10264,7.52485562288e-05
n1934,n8675,4.53237116726e-05
n744,n14718,0.000744244305718
n18064,n6887,7.54234616152e-05
n5566,n8123,9.60415915941e-05
n6765,n1013,6.59365666409e-05
n15646,n13300,0.000230736643489
n16405,n17045,5.41477149664e-05
n14555,n12162,4.36666079801e-05
n9323,n10391,5.41477149664e-05
n7367,n12033,0.000166717440468
n132,n7542,8.95449317979e-05
n14544,n16794,0.000149719540478
n5577,n7406,7.60910276059e-05
n15977,n13661,0.000109265310102
n17109,n9153,0.00011292911944
n3114,n2612,6.95213568452e-05
n8499,n16756,7.53595299942e-05
n14595,n12464,5.71311281579e-05
n3170,n10483,5.41477149664e-05
n4018,n14984,9.92261565757e-05
n6228,n16222,0.000115460301919
n9494,n7431,0.000103897786854
n15352,n8519,5.41477149664e-05
n5225,n12671,5.41477149664e-05
n14584,n11804,6.50024730085e-05
n12179,n12162,5.51388480547e-05
n13664,n3076,5.58835302532e-05
n7323,n9868,5.41477149664e-05
n4377,n3176,7.74170765199e-05
n4774,n18297,5.41477149664e-05
n1589,n2389,0.000119489376768
n1899,n13163,0.000105374603748
n3525,n10005,7.27920798427e-05
n6698,n4860,4.22236847474e-05
n2052,n10854,7.80526673531e-05
n11808,n10612,8.35058683979e-05
n10007,n2624,5.41477149664e-05
n425,n8556,5.41477149664e-05
n1839,n12033,5.41477149664e-05
n8570,n14410,6.56757545754e-05
n12049,n7839,5.41477149664e-05
n4156,n15011,5.41477149664e-05
n12665,n17775,5.21622757431e-05
n2402,n10349,6.88482246778e-05
n12363,n5088,5.41477149664e-05
n14471,n12924,5.41477149664e-05
n11882,n12926,5.41477149664e-05
n14515,n14431,5.41477149664e-05
n9198,n17736,5.01664474667e-05
n3942,n15246,5.41477149664e-05
n8863,n11833,7.97099664912e-05
n10005,n4672,8.61183361185e-05
n5749,n2624,5.41477149664e-05
n1735,n12844,7.14260249761e-05
n8525,n6820,7.95204005941e-05
n3693,n14555,5.71682089975e-05
n4075,n4544,3.90309963499e-05
n14766,n13300,5.41477149664e-05
